sample_id,audio_path,reference_text,reference_latex,source
1039,/data1/eunju/datasets/mathspeech/dataset/1039.mp3, plus minus three omega cosine omega t,$\pm3\omega\cos\omega t$,https://www.youtube.com/watch?v=fkGAF5jHjdY
595,/data1/eunju/datasets/mathspeech/dataset/595.mp3,e times two pi times x,$e^{(2\pi x)}$,https://www.youtube.com/watch?v=aeXp1zC6Hls
349,/data1/eunju/datasets/mathspeech/dataset/349.mp3,h squared times h,$\mathbb{h}^{2}\times\mathbb{h}$,https://www.youtube.com/watch?v=sRIDVAcoG5A
393,/data1/eunju/datasets/mathspeech/dataset/393.mp3,f prime of a times x minus a,$f^{\prime}(a)(x-a)$,https://www.youtube.com/watch?v=-MI0b4h3rS0
687,/data1/eunju/datasets/mathspeech/dataset/687.mp3,one over x to the three halves,$\frac{1}{x^{3/2}}$,https://www.youtube.com/watch?v=KhwQKE_tld0
193,/data1/eunju/datasets/mathspeech/dataset/193.mp3,1 over 1 minus p,$\frac{1}{1-p}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
715,/data1/eunju/datasets/mathspeech/dataset/715.mp3,1 over 1 plus x,$\frac{1}{1+x}$,https://www.youtube.com/watch?v=--lPz7VFnKI
712,/data1/eunju/datasets/mathspeech/dataset/712.mp3,x to the seventh over seven factorial,$x^{7}/7!$,https://www.youtube.com/watch?v=wOHrNt9ScYs
935,/data1/eunju/datasets/mathspeech/dataset/935.mp3,xy minus x squared,$xy-x^{2}$,https://www.youtube.com/watch?v=PnPIqh7Frlw
723,/data1/eunju/datasets/mathspeech/dataset/723.mp3,t to the fourth over two factorial,$\frac{t^{4}}{2!}$,https://www.youtube.com/watch?v=--lPz7VFnKI
444,/data1/eunju/datasets/mathspeech/dataset/444.mp3,u equals x cubed plus 2,$u=x^{3}+2$,https://www.youtube.com/watch?v=1RLctDS2hUQ
343,/data1/eunju/datasets/mathspeech/dataset/343.mp3,x squared plus 30 squared is equal to d squared,$x^{2}+30^{2}=d^{2}$,https://www.youtube.com/watch?v=sRIDVAcoG5A
704,/data1/eunju/datasets/mathspeech/dataset/704.mp3,s times one minus x,$s\cdot(1-x)$,https://www.youtube.com/watch?v=wOHrNt9ScYs
382,/data1/eunju/datasets/mathspeech/dataset/382.mp3, e to the 0 minus 1 plus 0,$(e^{0}-1)+0$,https://www.youtube.com/watch?v=4Q37iOyBq44
512,/data1/eunju/datasets/mathspeech/dataset/512.mp3,u to the n plus one,$\mathcal{u}^{n+1}$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
385,/data1/eunju/datasets/mathspeech/dataset/385.mp3,x squared over 2,$\frac{x^{2}}{2}$,https://www.youtube.com/watch?v=4Q37iOyBq44
429,/data1/eunju/datasets/mathspeech/dataset/429.mp3,f of x is x cubed,$\displaystyle f(x)=x^{3}$,https://www.youtube.com/watch?v=hjZhPczMkL4
57,/data1/eunju/datasets/mathspeech/dataset/57.mp3,square root of 1 minus x squared,$\sqrt{1 - x^{2}}$,https://www.youtube.com/watch?v=cdRMY39EYbs
424,/data1/eunju/datasets/mathspeech/dataset/424.mp3,the sum of a i i equals 1 to n is a 1 plus a 2 plus dot dot dot plus a n,$\sum^{n}_{i=1}a_{i}=a_{1}+a_{2}+\cdots+a_{n}$,https://www.youtube.com/watch?v=hjZhPczMkL4
460,/data1/eunju/datasets/mathspeech/dataset/460.mp3,the integral from x to 1 with a minus sign dt over 2,$\displaystyle \int_{x}^{1}{-}\frac{dt}{2}$,https://www.youtube.com/watch?v=_JXPe2J069c
657,/data1/eunju/datasets/mathspeech/dataset/657.mp3,e x plus 2 cubed,$e(x+2)^{3}$,https://www.youtube.com/watch?v=BGE3wb7H2PA
336,/data1/eunju/datasets/mathspeech/dataset/336.mp3,2xy,$(2xy)$,https://www.youtube.com/watch?v=YN7k_bXXggY
253,/data1/eunju/datasets/mathspeech/dataset/253.mp3,log u prime is equal to u primie over u,$\log u^{\prime}=u^{\prime}/u$,https://www.youtube.com/watch?v=9v25gg2qJYE
1086,/data1/eunju/datasets/mathspeech/dataset/1086.mp3,y i minus y hat i,$\mathcal{y}_{i}-\hat{\mathcal{y}}_{i}$,https://www.youtube.com/watch?v=l1kLCrxL9Hk
845,/data1/eunju/datasets/mathspeech/dataset/845.mp3,y plus 3z squared,$y+3z^{2}$,https://www.youtube.com/watch?v=23xbkrpQuAo
137,/data1/eunju/datasets/mathspeech/dataset/137.mp3,y equals r sine theta,$y=r\sin \theta$,https://www.youtube.com/watch?v=60e4hdCi1D4
70,/data1/eunju/datasets/mathspeech/dataset/70.mp3,natural log of e to the a plus b,$\ln(e^{a+b})$,https://www.youtube.com/watch?v=9YgOmJdom6o 
739,/data1/eunju/datasets/mathspeech/dataset/739.mp3,theta minus theta cubed over six,$\theta-\frac{\theta-\theta^{3}}{6}$,https://www.youtube.com/watch?v=57jzPlxf4fk
338,/data1/eunju/datasets/mathspeech/dataset/338.mp3,2x plus 4y plus 4x y prime,$2x+4y+4xy^{\prime}$,https://www.youtube.com/watch?v=YN7k_bXXggY
1010,/data1/eunju/datasets/mathspeech/dataset/1010.mp3, 1 over 2c squared,$\frac{1}{2c^{2}}$,https://www.youtube.com/watch?v=q4mwO2qS2z4
130,/data1/eunju/datasets/mathspeech/dataset/130.mp3,a dot a is length a squared,$a\cdot a = |a|^2$,https://www.youtube.com/watch?v=PxCxlsl_YwY
532,/data1/eunju/datasets/mathspeech/dataset/532.mp3,a squared theta over 2,$a^{2}\theta/2$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
688,/data1/eunju/datasets/mathspeech/dataset/688.mp3, x to the one half times two,$x^{\frac{1}{2}}(2)$,https://www.youtube.com/watch?v=MK_0QHbUnIA
925,/data1/eunju/datasets/mathspeech/dataset/925.mp3,dx equals minus sine theta d theta,$dx=-\sin\theta d\theta$,https://www.youtube.com/watch?v=tYdoS0tkAHA
799,/data1/eunju/datasets/mathspeech/dataset/799.mp3,dy over dx is going to be one over cosine y,$\mathrm{\frac{\mathrm{d}y}{dx}}\rightarrow\frac{1}{\cos y}$,https://www.youtube.com/watch?v=7eZVshlT33Q
227,/data1/eunju/datasets/mathspeech/dataset/227.mp3,a x to the a minus one,$(ax^{a-1})$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
237,/data1/eunju/datasets/mathspeech/dataset/237.mp3,d by dx of tan inverse of x,$\frac{d}{dx}(tan^{-1}(x))$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
379,/data1/eunju/datasets/mathspeech/dataset/379.mp3,f of b minus f of a over b minus a is equal to f prime of c,$ \frac{f(b)-f(a)}{b-a}=f^{\prime}(c) $,https://www.youtube.com/watch?v=4Q37iOyBq44
589,/data1/eunju/datasets/mathspeech/dataset/589.mp3,x log x squared minus twice f one of x,$x(\log x)^{2}-2f_{1}(x)$,https://www.youtube.com/watch?v=aeXp1zC6Hls
68,/data1/eunju/datasets/mathspeech/dataset/68.mp3,e to the a equals m,$e^\mathrm{a} = m$,https://www.youtube.com/watch?v=9YgOmJdom6o 
1014,/data1/eunju/datasets/mathspeech/dataset/1014.mp3, negative c minus one,$\displaystyle -(c-1)$,https://www.youtube.com/watch?v=q4mwO2qS2z4
198,/data1/eunju/datasets/mathspeech/dataset/198.mp3,one over one minus a,$\frac{1}{1-a}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
154,/data1/eunju/datasets/mathspeech/dataset/154.mp3,z of t equals two minus 3t,$z(t)=2-3t$,https://www.youtube.com/watch?v=57jzPlxf4fk
804,/data1/eunju/datasets/mathspeech/dataset/804.mp3,df dt equals f sub x dx dt plus f sub y dy dt plus f sub z dz dt,$\frac{df}{dt}=f_{x}\frac{dx}{dt}+f_{y}\frac{dy}{dt}+f_{z}\frac{dz}{dt}$ ,https://www.youtube.com/watch?v=7eZVshlT33Q
899,/data1/eunju/datasets/mathspeech/dataset/899.mp3,dy equals 2x dx.,$dy=2xdx$,https://www.youtube.com/watch?v=xrypSZU8cBE
243,/data1/eunju/datasets/mathspeech/dataset/243.mp3, a to the x plus delta x ,$a^{x+\Delta x}$,https://www.youtube.com/watch?v=9v25gg2qJYE
676,/data1/eunju/datasets/mathspeech/dataset/676.mp3, sine x over x squared,$\sin(x)/x^{2}$,https://www.youtube.com/watch?v=PNTnmH6jsRI
61,/data1/eunju/datasets/mathspeech/dataset/61.mp3,x times pi to the x minus 1,$x \cdot \pi^{x-1}$,https://www.youtube.com/watch?v=wezQdmwolMU
416,/data1/eunju/datasets/mathspeech/dataset/416.mp3,2b over n,$\frac{2b}{n}$,https://www.youtube.com/watch?v=hjZhPczMkL4
535,/data1/eunju/datasets/mathspeech/dataset/535.mp3,cosine squared plus sine squared is one,$\cos^{2}+\sin^{2}=1$,https://www.youtube.com/watch?v=CXKoCMVqM9s
1069,/data1/eunju/datasets/mathspeech/dataset/1069.mp3,a squared plus b squared ,$a^{2}+b^{2}$ ,https://www.youtube.com/watch?v=EQJBp6Ym-6A
617,/data1/eunju/datasets/mathspeech/dataset/617.mp3,"x, y is equal to a cosine pi over 2, a sine pi over 2","$\displaystyle (x,y)=(a\cos\frac{\pi}{2},a\sin\frac{\pi}{2}).$",https://www.youtube.com/watch?v=TpWQlKHPyJ4
396,/data1/eunju/datasets/mathspeech/dataset/396.mp3,one over a plus one,$\frac{1}{a+1}$,https://www.youtube.com/watch?v=-MI0b4h3rS0
428,/data1/eunju/datasets/mathspeech/dataset/428.mp3,f of x is equal to x,$f(\mathbf{x})=\mathbf{x}$,https://www.youtube.com/watch?v=hjZhPczMkL4
978,/data1/eunju/datasets/mathspeech/dataset/978.mp3,z equals a cosine phi,"$z=a\,\cos\phi$",https://www.youtube.com/watch?v=WfEQabCGAqI
191,/data1/eunju/datasets/mathspeech/dataset/191.mp3, x to the 1 half times 2,$x^{\frac{1}{2}} \times (2)$,https://www.youtube.com/watch?v=MK_0QHbUnIA
559,/data1/eunju/datasets/mathspeech/dataset/559.mp3,four x plus two minus three,$(4x+2-3)$,https://www.youtube.com/watch?v=HgEqXhsIq_g
445,/data1/eunju/datasets/mathspeech/dataset/445.mp3,du is equal to 2x dx,$du\mathrel{\mathop{=}}2xdx$,https://www.youtube.com/watch?v=1RLctDS2hUQ
851,/data1/eunju/datasets/mathspeech/dataset/851.mp3,one half of a squared tangent theta,$\frac{1}{2}a^{2}\tan\theta$,https://www.youtube.com/watch?v=23xbkrpQuAo
171,/data1/eunju/datasets/mathspeech/dataset/171.mp3,dr dt cross v plus r cross dv dt,$\displaystyle\frac{d\mathbf{r}}{dt}\times \mathbf{v}+\mathbf{r}\times \frac{d\mathbf{v}}{dt}$,https://www.youtube.com/watch?v=0D4BbCa4gHo
488,/data1/eunju/datasets/mathspeech/dataset/488.mp3,the integral from negative 1 to 1 square root of 1 minus x squared dx,$\int_{-1}^{1}\sqrt{1-x^{2}}dx$,https://www.youtube.com/watch?v=R9a_NHXrBcg
643,/data1/eunju/datasets/mathspeech/dataset/643.mp3,r is equal to 2a cosine theta,"$r\mathrel{\mathop{}}=2a\,\cos\theta$",https://www.youtube.com/watch?v=BGE3wb7H2PA
395,/data1/eunju/datasets/mathspeech/dataset/395.mp3,4 plus 1 over 48 times x minus a,$(4+\frac{1}{48}(x-a))$,https://www.youtube.com/watch?v=-MI0b4h3rS0
30,/data1/eunju/datasets/mathspeech/dataset/30.mp3,minus five pi over six,$-\frac{5\pi}{6}$,https://www.youtube.com/watch?v=Bb-bgJdOqig
825,/data1/eunju/datasets/mathspeech/dataset/825.mp3, y of s equals y0 plus b times s,$y(s)=y_{0}+bs$,https://www.youtube.com/watch?v=2XraaWefBd8
822,/data1/eunju/datasets/mathspeech/dataset/822.mp3,two delta y minus two delta z equals zero,$2\Delta y-2\Delta z= $,https://www.youtube.com/watch?v=2XraaWefBd8
496,/data1/eunju/datasets/mathspeech/dataset/496.mp3,two pi r,$\displaystyle 2\pi r$,https://www.youtube.com/watch?v=jBkXbAgMj6s
638,/data1/eunju/datasets/mathspeech/dataset/638.mp3, x minus a squared plus y squared is equal to a squared,$x-a^{2}+y^{2}~{}=~{}a^{2}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
49,/data1/eunju/datasets/mathspeech/dataset/49.mp3,y cubed plus x cubed equals three xy,$y^{3} + x^{3} = 3xy$,https://www.youtube.com/watch?v=fK6cu99OSEU
233,/data1/eunju/datasets/mathspeech/dataset/233.mp3,y to the fourth plus xy squared minus 2 is equal to zero,$y^{4}+xy^{2}-2=0$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
320,/data1/eunju/datasets/mathspeech/dataset/320.mp3,one minus x,$\displaystyle 1-x$,https://www.youtube.com/watch?v=YN7k_bXXggY
841,/data1/eunju/datasets/mathspeech/dataset/841.mp3,one half of a1u1 ,$\frac{1}{2}a_1u_1$,https://www.youtube.com/watch?v=15HVevXRsBA
683,/data1/eunju/datasets/mathspeech/dataset/683.mp3,integral from 0 to infinity dx over the square root of x squared plus 10,$\displaystyle \int_{0}^{\infty}\frac{dx}{\sqrt{x^{2}+10}}$,https://www.youtube.com/watch?v=KhwQKE_tld0
764,/data1/eunju/datasets/mathspeech/dataset/764.mp3,x0 plus h,$\mathcal{x}_{0}+h$,https://www.youtube.com/watch?v=dK3NEf13nPc
879,/data1/eunju/datasets/mathspeech/dataset/879.mp3,4a to the four cosine to the four theta,$4a^{4}\cos^{4}\theta$,https://www.youtube.com/watch?v=60e4hdCi1D4
203,/data1/eunju/datasets/mathspeech/dataset/203.mp3,a half plus a third,$\frac{1}{2}+\frac{1}{3}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
362,/data1/eunju/datasets/mathspeech/dataset/362.mp3,f of x equal to x squared minus 5,$f(x)=x^{2}-5$,https://www.youtube.com/watch?v=sRIDVAcoG5A
621,/data1/eunju/datasets/mathspeech/dataset/621.mp3,ds squared is dx squared plus dy squared,$ds^{2}=dx^{2}+dy^{2}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
28,/data1/eunju/datasets/mathspeech/dataset/28.mp3,pi over 6,$\frac{\pi}{6}$,https://www.youtube.com/watch?v=Bb-bgJdOqig
157,/data1/eunju/datasets/mathspeech/dataset/157.mp3,minus one plus 2t plus twice two plus t plus four times two minus 3t,$(-1+2t)+2(2+t)+4(2-3t)$,https://www.youtube.com/watch?v=57jzPlxf4fk
397,/data1/eunju/datasets/mathspeech/dataset/397.mp3,1 over negative x times the derivative with respect to x of negative x,$\displaystyle \frac{1}{-x}\frac{d}{dx}(-x)$,https://www.youtube.com/watch?v=-MI0b4h3rS0
330,/data1/eunju/datasets/mathspeech/dataset/330.mp3,x squared plus 4v over x,$x^{2}+\frac{4v}{x}$,https://www.youtube.com/watch?v=YN7k_bXXggY
673,/data1/eunju/datasets/mathspeech/dataset/673.mp3,1 minus x squared over 2,$1-x^{2}/2$,https://www.youtube.com/watch?v=PNTnmH6jsRI
1012,/data1/eunju/datasets/mathspeech/dataset/1012.mp3,c minus 1 times the sum j equals 1 to n expected value of tj,$(c-1)\cdot\sum_{j=1}^{n}\mathbb{E}[t_j]$ ,https://www.youtube.com/watch?v=q4mwO2qS2z4
248,/data1/eunju/datasets/mathspeech/dataset/248.mp3, e to the power log a to the power x,$(e^{\ln a})^{x}$,https://www.youtube.com/watch?v=9v25gg2qJYE
145,/data1/eunju/datasets/mathspeech/dataset/145.mp3,one-half m r squared omega squared,$\frac{1}{2}mr^{2}\omega^{2}$,https://www.youtube.com/watch?v=60e4hdCi1D4
634,/data1/eunju/datasets/mathspeech/dataset/634.mp3,theta equals negative pi over 4,$\theta=-\frac{\pi}{4}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
238,/data1/eunju/datasets/mathspeech/dataset/238.mp3, cosine squared of tan inverse x,$\cos^{2}(tan^{-1}x)$ ,https://www.youtube.com/watch?v=5q_3FDOkVRQ
376,/data1/eunju/datasets/mathspeech/dataset/376.mp3,y equals x squared minus 5,$y=x^{2}-5$,https://www.youtube.com/watch?v=4Q37iOyBq44
818,/data1/eunju/datasets/mathspeech/dataset/818.mp3, f sub x times cosine theta plus f sub y times sine theta,$f_{x}\cdot\cos \theta+f_{y}\cdot\sin \theta$,https://www.youtube.com/watch?v=7eZVshlT33Q
719,/data1/eunju/datasets/mathspeech/dataset/719.mp3,the integral from zero to x of dt over one plus x,$\int_{0}^{x}\frac{dt}{1+x}$,https://www.youtube.com/watch?v=--lPz7VFnKI
747,/data1/eunju/datasets/mathspeech/dataset/747.mp3,dr dt cross v plus r cross dv dt,$\displaystyle\frac{d\mathbf{r}}{dt}\times\mathbf{v}+\mathbf{r}\times\frac{d\mathbf{v}}{dt}$,https://www.youtube.com/watch?v=0D4BbCa4gHo
725,/data1/eunju/datasets/mathspeech/dataset/725.mp3, integral of e to the minus t squared dt from 0 to x,$\int_{0}^{x}(e^{-t^{2}})dt$,https://www.youtube.com/watch?v=--lPz7VFnKI
677,/data1/eunju/datasets/mathspeech/dataset/677.mp3,1 plus 2 over x plus 1 over x to the 5th power,$1+2/x+1/x^{5}$,https://www.youtube.com/watch?v=PNTnmH6jsRI
606,/data1/eunju/datasets/mathspeech/dataset/606.mp3,"1 plus the quantity minus x over square root of 1 minus x squared, squared",$1+(-\frac{x}{\sqrt{1-x^{2}}})^{2}$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
1065,/data1/eunju/datasets/mathspeech/dataset/1065.mp3,C2 exponential minus one half t minus exponential minus three t,$\displaystyle {C_2}(\exp(-\frac{1}{2}t)-\exp(-3t))$,https://www.youtube.com/watch?v=LjqUV6vqwkg
56,/data1/eunju/datasets/mathspeech/dataset/56.mp3,dy dx is equal to minus 1 divided by sine y,$\frac{dy}{dx} = -\frac{1}{\sin y}$,https://www.youtube.com/watch?v=cdRMY39EYbs
933,/data1/eunju/datasets/mathspeech/dataset/933.mp3,u equals one plus t squared,$u=1+t^{2}$,https://www.youtube.com/watch?v=PnPIqh7Frlw
215,/data1/eunju/datasets/mathspeech/dataset/215.mp3,f of x y equals one over x plus y,"$f(x,y)=\frac{1}{x+y}$",https://www.youtube.com/watch?v=dK3NEf13nPc
746,/data1/eunju/datasets/mathspeech/dataset/746.mp3, uv prime equals u prime v plus u v prime ,$(uv)^{\prime}=u^{\prime}v+uv^{\prime}$,https://www.youtube.com/watch?v=0D4BbCa4gHo
229,/data1/eunju/datasets/mathspeech/dataset/229.mp3,2 x plus 2 y y prime,$2x+2yy^{\prime}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
27,/data1/eunju/datasets/mathspeech/dataset/27.mp3,tan of x is equal to one divided by square root of three,$\tan(x) = \frac{1}{\sqrt{3}}$,https://www.youtube.com/watch?v=Bb-bgJdOqig
600,/data1/eunju/datasets/mathspeech/dataset/600.mp3,the integral from a to b of the square root of 1 plus dy dx squared dx,$\int_{a}^{b}\sqrt{1 +(\frac{dy}{dx})^{2}}dx$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
59,/data1/eunju/datasets/mathspeech/dataset/59.mp3,g of x is equal to natural log of cosine of x,$g(x) = \ln(\cos(x))$,https://www.youtube.com/watch?v=wezQdmwolMU
1035,/data1/eunju/datasets/mathspeech/dataset/1035.mp3,i dot i minus one,$i(i-1)$,https://www.youtube.com/watch?v=fkGAF5jHjdY
850,/data1/eunju/datasets/mathspeech/dataset/850.mp3,b is a over cosine theta,$\displaystyle \mathcal{b} = \frac{a}{\cos\theta}$,https://www.youtube.com/watch?v=23xbkrpQuAo
604,/data1/eunju/datasets/mathspeech/dataset/604.mp3,y equals square root of 1 minus x squared,$y=\sqrt{1-x^{2}}$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
729,/data1/eunju/datasets/mathspeech/dataset/729.mp3,z of t minus two equals minus three t,$z(t-2)=-3t$,https://www.youtube.com/watch?v=57jzPlxf4fk
569,/data1/eunju/datasets/mathspeech/dataset/569.mp3,"negative a, plus 1, plus 1 3rd.",$-a+1+\frac{1}{3}$,https://www.youtube.com/watch?v=HgEqXhsIq_g
358,/data1/eunju/datasets/mathspeech/dataset/358.mp3,a minus x,$\mathcal{a}-x$,https://www.youtube.com/watch?v=sRIDVAcoG5A
670,/data1/eunju/datasets/mathspeech/dataset/670.mp3,five cosine five x divided by two cosine two x,$5\cos(5x)/2\cos(2x)$,https://www.youtube.com/watch?v=PNTnmH6jsRI
283,/data1/eunju/datasets/mathspeech/dataset/283.mp3,v squared over c squared,$\frac{v^{2}}{c^{2}}$,https://www.youtube.com/watch?v=BSAA0akmPEU
37,/data1/eunju/datasets/mathspeech/dataset/37.mp3,x equals 7 pi over 6,$x = 7\pi/6$,https://www.youtube.com/watch?v=Bb-bgJdOqig
922,/data1/eunju/datasets/mathspeech/dataset/922.mp3,f sub y is three y squared plus four x squared,$f_{y}=3y^{2}+4x^{2}$,https://www.youtube.com/watch?v=z5TPjZrsp2k
526,/data1/eunju/datasets/mathspeech/dataset/526.mp3,square root of a squared minus y squared,$\sqrt{a^{2}-y^{2}}$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
1000,/data1/eunju/datasets/mathspeech/dataset/1000.mp3,zero plus three yz squared,$0+3yz^{2}$,https://www.youtube.com/watch?v=seO7-TwXH_I
439,/data1/eunju/datasets/mathspeech/dataset/439.mp3,minus the integral from b to a of f of x dx,$\displaystyle -\int_{b}^{a}f(x)dx$,https://www.youtube.com/watch?v=1RLctDS2hUQ
304,/data1/eunju/datasets/mathspeech/dataset/304.mp3,negative two plus one,$\-2 + 1\$,https://www.youtube.com/watch?v=twzGBqPeW0M
48,/data1/eunju/datasets/mathspeech/dataset/48.mp3,theta is equal to pi over 2 to the 1 4th,$\theta = (\frac{\pi}{2}) ^ \frac{1}{4}$,https://www.youtube.com/watch?v=aeQA5d3gZTI 
1013,/data1/eunju/datasets/mathspeech/dataset/1013.mp3,e to the minus c log of c plus c minus 1,$e^{-(c\log(c)+c-1)}$,https://www.youtube.com/watch?v=q4mwO2qS2z4
463,/data1/eunju/datasets/mathspeech/dataset/463.mp3,f of minus x is equal to minus f of x,$f(-x)=-f(x)$,https://www.youtube.com/watch?v=_JXPe2J069c
558,/data1/eunju/datasets/mathspeech/dataset/558.mp3,3 times x minus 1,$3\times(x-1)$,https://www.youtube.com/watch?v=HgEqXhsIq_g
1015,/data1/eunju/datasets/mathspeech/dataset/1015.mp3,dy dx equal y squared,$\frac{dy}{dx}=y^{2}$,https://www.youtube.com/watch?v=76WdBlGpxVw
859,/data1/eunju/datasets/mathspeech/dataset/859.mp3, partial h partial y is less than zero,$\partial h/\partial y<0$,https://www.youtube.com/watch?v=ChiM2-MV-qM
732,/data1/eunju/datasets/mathspeech/dataset/732.mp3,x of t plus twice y of t plus four z of t,$x(t)+2y(t)+4z(t)$,https://www.youtube.com/watch?v=57jzPlxf4fk
252,/data1/eunju/datasets/mathspeech/dataset/252.mp3,log 10 times 10 to the x,$\log 10\times 10^{x}$,https://www.youtube.com/watch?v=9v25gg2qJYE
875,/data1/eunju/datasets/mathspeech/dataset/875.mp3, one-half mr squared omega squared,$\frac{1}{2}mr^{2}\omega^{2}$,https://www.youtube.com/watch?v=60e4hdCi1D4
895,/data1/eunju/datasets/mathspeech/dataset/895.mp3,integral from zero to one of t squared dt,$\int_{0}^{1}t^{2}dt$,https://www.youtube.com/watch?v=xrypSZU8cBE
592,/data1/eunju/datasets/mathspeech/dataset/592.mp3,x e to the x minus e to the x,$\displaystyle \operatorname{xe^{x} - e^{x}}$,https://www.youtube.com/watch?v=aeXp1zC6Hls
1017,/data1/eunju/datasets/mathspeech/dataset/1017.mp3, y of x equals 1 over 1 minus x,$y(x)=\frac{1}{1-x}$,https://www.youtube.com/watch?v=76WdBlGpxVw
842,/data1/eunju/datasets/mathspeech/dataset/842.mp3,partial f over partial u one,$\partial f \over \partial u_{1}$,https://www.youtube.com/watch?v=15HVevXRsBA
668,/data1/eunju/datasets/mathspeech/dataset/668.mp3, f of x divided by x minus a,$\frac{f(x)}{x-a}$,https://www.youtube.com/watch?v=PNTnmH6jsRI
1016,/data1/eunju/datasets/mathspeech/dataset/1016.mp3, y of x equals minus 1 over x plus c,$y(x)=-\frac{1}{x+c}$,https://www.youtube.com/watch?v=76WdBlGpxVw
220,/data1/eunju/datasets/mathspeech/dataset/220.mp3,d dy of y to the n times dy dx,$\displaystyle (\frac{d}{dy}y^{n})\frac{dy}{dx}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
711,/data1/eunju/datasets/mathspeech/dataset/711.mp3, x minus x cubed over 3 factorial plus x to the 5th over 5 factorial,$x-\frac{x^{3}}{3!}+\frac{x^{5}}{5!}$,https://www.youtube.com/watch?v=wOHrNt9ScYs
201,/data1/eunju/datasets/mathspeech/dataset/201.mp3,one over n cubed,$\frac{1}{n^{3}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
693,/data1/eunju/datasets/mathspeech/dataset/693.mp3,the integral from zero to infinity dx over x minus three squared,$\displaystyle \int_{0}^{\infty}\frac{dx}{(x-3)^{2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
710,/data1/eunju/datasets/mathspeech/dataset/710.mp3,the sum n equals 0 to infinity of 1 divided by n factorial x to the n,$\sum_{n=0}^{\infty}\frac{1}{n!}x^{n}$,https://www.youtube.com/watch?v=wOHrNt9ScYs
777,/data1/eunju/datasets/mathspeech/dataset/777.mp3,a x squared plus b xy plus c y squared,$ay^{2}+bxy+cy^{2}$,https://www.youtube.com/watch?v=3_goGnJm5sA
141,/data1/eunju/datasets/mathspeech/dataset/141.mp3,the integral from zero to pi over two integral from zero to one of one minus r squared r dr d theta,$\displaystyle\int_{0}^{\frac{\pi}{2}}\int_{0}^{1}(1-r^{2})r dr d\theta$,https://www.youtube.com/watch?v=60e4hdCi1D4
284,/data1/eunju/datasets/mathspeech/dataset/284.mp3,t times 1 plus a half v squared over c squared,$t(1+\frac{1}{2}\frac{v^{2}}{c^{2}})$,https://www.youtube.com/watch?v=BSAA0akmPEU
706,/data1/eunju/datasets/mathspeech/dataset/706.mp3, sum a n x to the n,$\sum {a_n}x^{n}$,https://www.youtube.com/watch?v=wOHrNt9ScYs
133,/data1/eunju/datasets/mathspeech/dataset/133.mp3,x plus two y plus three z equals zero,$x+2y+3z=0$,https://www.youtube.com/watch?v=PxCxlsl_YwY
510,/data1/eunju/datasets/mathspeech/dataset/510.mp3,integrals of the form sine to the nth power of x cosine to the nth power of x dx,$\displaystyle \int \sin^{n}(x) \cos^{m}(x)dx $,https://www.youtube.com/watch?v=Bv9kVDcj7yo
508,/data1/eunju/datasets/mathspeech/dataset/508.mp3,cosine squared of theta minus the quantity 1 minus cosine squared of theta,$\cos^{2}(\theta)-(1-\cos^{2}(\theta)) $,https://www.youtube.com/watch?v=Bv9kVDcj7yo
675,/data1/eunju/datasets/mathspeech/dataset/675.mp3,x to the x is equal to e to the x log x,$x^{x}=e^{x\log x}$,https://www.youtube.com/watch?v=PNTnmH6jsRI
149,/data1/eunju/datasets/mathspeech/dataset/149.mp3,three halves of pi a to the fourth,$\frac{3}{2}(\pi a^{4})$,https://www.youtube.com/watch?v=60e4hdCi1D4
64,/data1/eunju/datasets/mathspeech/dataset/64.mp3,natural log of e to the x squared,$\ln(e^{x^{2}})$,https://www.youtube.com/watch?v=wezQdmwolMU
200,/data1/eunju/datasets/mathspeech/dataset/200.mp3,pi squared over 6,$\frac{\pi^{2}}{6}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
492,/data1/eunju/datasets/mathspeech/dataset/492.mp3,pi x squared,$\pi x^{2}$,https://www.youtube.com/watch?v=R9a_NHXrBcg
995,/data1/eunju/datasets/mathspeech/dataset/995.mp3,x squared plus z cubed,$x^{2}+z^{3}$,https://www.youtube.com/watch?v=seO7-TwXH_I
